[Odometry @ factory.py:85][DEBUG] 2017-11-15 17:49:12,232: Logging to: logs/2017_Nov_15/Odometry/17_49_12.log
[Odometry @ node.py:89][INFO] 2017-11-15 17:49:18,435: setup
[Odometry @ node.py:79][DEBUG] 2017-11-15 17:49:21,597: [log buffer start]
[DEBUG, 1510786158.612327]: OdometryMessage(t=1510786158.6123252, n=0, xy=0.0, th=0.0, dt=0.1033778190612793)
[DEBUG, 1510786168.2352767]: OdometryMessage(t=1510786168.2352755, n=384, xy=0.1891398311462993, th=0.0, dt=0.020597219467163086)
[DEBUG, 1510786168.256244]: OdometryMessage(t=1510786168.2562425, n=385, xy=0.0, th=0.0, dt=0.030797243118286133)
[DEBUG, 1510786168.2770526]: OdometryMessage(t=1510786168.2770512, n=386, xy=0.1891398311462993, th=0.0625, dt=0.020723581314086914)
[DEBUG, 1510786168.298078]: OdometryMessage(t=1510786168.2980769, n=387, xy=0.1891398311462993, th=0.0, dt=0.020698070526123047)
[DEBUG, 1510786168.3190856]: OdometryMessage(t=1510786168.3190842, n=388, xy=0.0, th=0.0, dt=0.03962588310241699)
[DEBUG, 1510786168.319766]: OdometryMessage(t=1510786168.319765, n=389, xy=0.0, th=0.0, dt=0.030786991119384766)
[DEBUG, 1510786168.3602567]: OdometryMessage(t=1510786168.360255, n=390, xy=0.0, th=0.0625, dt=0.020774126052856445)
[DEBUG, 1510786168.3816872]: OdometryMessage(t=1510786168.3816857, n=391, xy=0.0, th=0.0, dt=0.030756235122680664)
[log buffer end]
[Odometry @ node.py:81][DEBUG] 2017-11-15 17:49:28,382: logging message buffer (len=16479)
[Odometry @ node.py:79][DEBUG] 2017-11-15 17:49:31,421: [log buffer start]
[DEBUG, 1510786168.4024367]: OdometryMessage(t=1510786168.4024353, n=392, xy=0.0, th=0.0, dt=0.0207061767578125)
[DEBUG, 1510786168.403335]: OdometryMessage(t=1510786168.4033341, n=393, xy=0.0, th=0.0, dt=0.022521257400512695)
[DEBUG, 1510786168.4232748]: OdometryMessage(t=1510786168.4232733, n=394, xy=0.0, th=0.0, dt=0.03084850311279297)
[DEBUG, 1510786168.445155]: OdometryMessage(t=1510786168.445153, n=395, xy=0.0, th=0.0, dt=0.020638704299926758)
[DEBUG, 1510786168.4664814]: OdometryMessage(t=1510786168.4664798, n=396, xy=0.0, th=0.0, dt=0.02251744270324707)
[DEBUG, 1510786168.4874551]: OdometryMessage(t=1510786168.4874532, n=397, xy=0.0, th=0.0, dt=0.0309755802154541)
[DEBUG, 1510786168.5083992]: OdometryMessage(t=1510786168.5083976, n=398, xy=0.0, th=0.0, dt=0.02080225944519043)
[DEBUG, 1510786168.5295238]: OdometryMessage(t=1510786168.5295224, n=399, xy=0.0, th=0.0, dt=0.020706892013549805)
[DEBUG, 1510786168.550496]: OdometryMessage(t=1510786168.5504947, n=400, xy=-0.1891398311462993, th=0.0, dt=0.030987024307250977)
[DEBUG, 1510786168.5714862]: OdometryMessage(t=1510786168.5714848, n=401, xy=-0.1891398311462993, th=0.0, dt=0.02072906494140625)
[DEBUG, 1510786168.5922318]: OdometryMessage(t=1510786168.5922303, n=402, xy=0.0, th=0.0, dt=0.020987272262573242)
[DEBUG, 1510786168.6132326]: OdometryMessage(t=1510786168.6132312, n=403, xy=0.0, th=0.0, dt=0.03118157386779785)
[DEBUG, 1510786168.6337712]: OdometryMessage(t=1510786168.63377, n=404, xy=0.0, th=0.0, dt=0.020703792572021484)
[DEBUG, 1510786168.6548984]: OdometryMessage(t=1510786168.654897, n=405, xy=0.0, th=0.0, dt=0.030940771102905273)
[DEBUG, 1510786168.6767354]: OdometryMessage(t=1510786168.676734, n=406, xy=0.0, th=0.0, dt=0.020714759826660156)
[DEBUG, 1510786168.6976163]: OdometryMessage(t=1510786168.697615, n=407, xy=0.1891398311462993, th=0.0, dt=0.02082085609436035)
[DEBUG, 1510786168.71837]: OdometryMessage(t=1510786168.7183685, n=408, xy=0.0, th=0.0, dt=0.029160737991333008)
[DEBUG, 1510786168.7394776]: OdometryMessage(t=1510786168.739476, n=409, xy=0.0, th=0.0, dt=0.030810117721557617)
[DEBUG, 1510786168.7602227]: OdometryMessage(t=1510786168.7602208, n=410, xy=0.0, th=0.0, dt=0.020649433135986328)
[DEBUG, 1510786168.7811694]: OdometryMessage(t=1510786168.781168, n=411, xy=0.0, th=0.0, dt=0.03086066246032715)
[DEBUG, 1510786168.8025565]: OdometryMessage(t=1510786168.8025553, n=412, xy=0.0, th=0.0, dt=0.020621776580810547)
[DEBUG, 1510786168.8438947]: OdometryMessage(t=1510786168.843893, n=413, xy=0.1891398311462993, th=0.0, dt=0.030962228775024414)
[DEBUG, 1510786168.865822]: OdometryMessage(t=1510786168.8658206, n=414, xy=0.0, th=0.0, dt=0.020797014236450195)
[DEBUG, 1510786168.8872428]: OdometryMessage(t=1510786168.8872414, n=415, xy=0.0, th=0.0, dt=0.030957460403442383)
[DEBUG, 1510786168.9083164]: OdometryMessage(t=1510786168.908315, n=416, xy=0.0, th=0.0, dt=0.02072429656982422)
[DEBUG, 1510786168.9293413]: OdometryMessage(t=1510786168.9293401, n=417, xy=0.0, th=0.0, dt=0.020836830139160156)
[DEBUG, 1510786168.9507601]: OdometryMessage(t=1510786168.950759, n=418, xy=0.0, th=0.0, dt=0.03099513053894043)
[DEBUG, 1510786168.971554]: OdometryMessage(t=1510786168.9715528, n=419, xy=0.0, th=0.0, dt=0.020747661590576172)
[DEBUG, 1510786168.9923234]: OdometryMessage(t=1510786168.992322, n=420, xy=0.0, th=0.0, dt=0.025333166122436523)
[DEBUG, 1510786169.0136976]: OdometryMessage(t=1510786169.0136962, n=421, xy=0.0, th=0.0, dt=0.03121185302734375)
[DEBUG, 1510786169.0344405]: OdometryMessage(t=1510786169.034439, n=422, xy=0.0, th=0.0, dt=0.020793914794921875)
[DEBUG, 1510786169.0552478]: OdometryMessage(t=1510786169.055246, n=423, xy=0.0, th=0.0, dt=0.020789146423339844)
[DEBUG, 1510786169.0766876]: OdometryMessage(t=1510786169.0766864, n=424, xy=0.0, th=0.0, dt=0.03104233741760254)
[DEBUG, 1510786169.1010876]: OdometryMessage(t=1510786169.1010861, n=425, xy=0.0, th=0.0, dt=0.020710229873657227)
[DEBUG, 1510786169.1426964]: OdometryMessage(t=1510786169.1426952, n=426, xy=0.0, th=0.0, dt=0.03087592124938965)
[DEBUG, 1510786169.1641357]: OdometryMessage(t=1510786169.1641343, n=427, xy=0.0, th=0.0, dt=0.02063918113708496)
[DEBUG, 1510786169.1856122]: OdometryMessage(t=1510786169.185611, n=428, xy=0.0, th=0.0, dt=0.030887842178344727)
[DEBUG, 1510786169.2068288]: OdometryMessage(t=1510786169.2068274, n=429, xy=-0.1891398311462993, th=0.0, dt=0.020776987075805664)
[DEBUG, 1510786169.227835]: OdometryMessage(t=1510786169.2278335, n=430, xy=0.0, th=0.0, dt=0.029827117919921875)
[DEBUG, 1510786169.2493823]: OdometryMessage(t=1510786169.249381, n=431, xy=0.0, th=0.0, dt=0.030974388122558594)
[DEBUG, 1510786169.270632]: OdometryMessage(t=1510786169.2706304, n=432, xy=0.0, th=0.0, dt=0.020641565322875977)
[DEBUG, 1510786169.2713063]: OdometryMessage(t=1510786169.2713053, n=433, xy=0.0, th=0.0, dt=0.02062702178955078)
[DEBUG, 1510786169.292339]: OdometryMessage(t=1510786169.292338, n=434, xy=0.0, th=0.0, dt=0.028779983520507812)
[DEBUG, 1510786169.313814]: OdometryMessage(t=1510786169.3138125, n=435, xy=0.0, th=0.0, dt=0.03116464614868164)
[DEBUG, 1510786169.3347938]: OdometryMessage(t=1510786169.3347924, n=436, xy=0.0, th=0.0, dt=0.02074146270751953)
[DEBUG, 1510786169.3561616]: OdometryMessage(t=1510786169.3561602, n=437, xy=0.0, th=0.0, dt=0.030995845794677734)
[DEBUG, 1510786169.3777723]: OdometryMessage(t=1510786169.3777711, n=438, xy=0.1891398311462993, th=0.0, dt=0.020890235900878906)
[DEBUG, 1510786169.4196455]: OdometryMessage(t=1510786169.4196436, n=439, xy=0.0, th=0.0, dt=0.031070470809936523)
[DEBUG, 1510786169.4414716]: OdometryMessage(t=1510786169.4414701, n=440, xy=0.0, th=0.0, dt=0.020822763442993164)
[DEBUG, 1510786169.4624598]: OdometryMessage(t=1510786169.4624581, n=441, xy=0.0, th=0.0, dt=0.02079010009765625)
[DEBUG, 1510786169.4840767]: OdometryMessage(t=1510786169.4840755, n=442, xy=0.0, th=0.0, dt=0.030866384506225586)
[DEBUG, 1510786169.4849243]: OdometryMessage(t=1510786169.4849234, n=443, xy=0.0, th=0.0, dt=0.020604848861694336)
[DEBUG, 1510786169.5052803]: OdometryMessage(t=1510786169.505279, n=444, xy=0.0, th=0.0, dt=0.020718097686767578)
[DEBUG, 1510786169.5266159]: OdometryMessage(t=1510786169.5266142, n=445, xy=0.0, th=0.0, dt=0.040985107421875)
[DEBUG, 1510786169.5479074]: OdometryMessage(t=1510786169.5479057, n=446, xy=-0.1891398311462993, th=0.0, dt=0.030911684036254883)
[DEBUG, 1510786169.5685399]: OdometryMessage(t=1510786169.5685382, n=447, xy=0.0, th=0.0, dt=0.020714521408081055)
[DEBUG, 1510786169.589613]: OdometryMessage(t=1510786169.5896115, n=448, xy=0.0, th=0.0, dt=0.030887126922607422)
[DEBUG, 1510786169.6110847]: OdometryMessage(t=1510786169.6110835, n=449, xy=0.0, th=0.0, dt=0.02068924903869629)
[DEBUG, 1510786169.632267]: OdometryMessage(t=1510786169.6322653, n=450, xy=0.0, th=0.0, dt=0.020726442337036133)
[DEBUG, 1510786169.6530173]: OdometryMessage(t=1510786169.6530156, n=451, xy=0.0, th=0.0, dt=0.03034186363220215)
[DEBUG, 1510786169.674389]: OdometryMessage(t=1510786169.6743877, n=452, xy=0.0, th=0.0, dt=0.031090736389160156)
[DEBUG, 1510786169.6749864]: OdometryMessage(t=1510786169.6749852, n=453, xy=0.0, th=0.0, dt=0.0207059383392334)
[DEBUG, 1510786169.7163956]: OdometryMessage(t=1510786169.7163944, n=454, xy=0.0, th=0.0, dt=0.03092479705810547)
[DEBUG, 1510786169.7381096]: OdometryMessage(t=1510786169.738108, n=455, xy=0.0, th=0.0, dt=0.020729780197143555)
[DEBUG, 1510786169.759483]: OdometryMessage(t=1510786169.7594817, n=456, xy=0.0, th=0.0, dt=0.031008481979370117)
[DEBUG, 1510786169.7807236]: OdometryMessage(t=1510786169.7807221, n=457, xy=0.0, th=0.0, dt=0.02089858055114746)
[DEBUG, 1510786169.8016863]: OdometryMessage(t=1510786169.8016849, n=458, xy=0.0, th=0.0, dt=0.02084636688232422)
[DEBUG, 1510786169.822991]: OdometryMessage(t=1510786169.8229895, n=459, xy=0.0, th=0.0, dt=0.03554105758666992)
[DEBUG, 1510786169.843823]: OdometryMessage(t=1510786169.8438213, n=460, xy=0.0, th=0.0, dt=0.031116247177124023)
[DEBUG, 1510786169.8646626]: OdometryMessage(t=1510786169.8646615, n=461, xy=-0.1891398311462993, th=0.0, dt=0.020707130432128906)
[DEBUG, 1510786169.8863947]: OdometryMessage(t=1510786169.8863938, n=462, xy=0.0, th=0.0, dt=0.031063556671142578)
[DEBUG, 1510786169.9074817]: OdometryMessage(t=1510786169.90748, n=463, xy=0.0, th=0.0, dt=0.02090287208557129)
[DEBUG, 1510786169.9284508]: OdometryMessage(t=1510786169.9284494, n=464, xy=0.0, th=0.0, dt=0.02614569664001465)
[DEBUG, 1510786169.9504783]: OdometryMessage(t=1510786169.9504766, n=465, xy=0.0, th=0.0, dt=0.03115081787109375)
[DEBUG, 1510786169.9714394]: OdometryMessage(t=1510786169.971438, n=466, xy=0.0, th=0.0, dt=0.020702362060546875)
[DEBUG, 1510786169.9923203]: OdometryMessage(t=1510786169.9923186, n=467, xy=0.0, th=0.0, dt=0.0207369327545166)
[DEBUG, 1510786170.0137641]: OdometryMessage(t=1510786170.0137627, n=468, xy=0.0, th=0.0, dt=0.030804157257080078)
[DEBUG, 1510786170.0352595]: OdometryMessage(t=1510786170.035258, n=469, xy=0.0, th=0.0, dt=0.020585298538208008)
[DEBUG, 1510786170.0772734]: OdometryMessage(t=1510786170.0772717, n=470, xy=0.0, th=0.0, dt=0.030800819396972656)
[DEBUG, 1510786170.098688]: OdometryMessage(t=1510786170.0986867, n=471, xy=-0.1891398311462993, th=0.0, dt=0.020777225494384766)
[DEBUG, 1510786170.1201785]: OdometryMessage(t=1510786170.1201773, n=472, xy=0.0, th=0.0, dt=0.031014442443847656)
[DEBUG, 1510786170.1406057]: OdometryMessage(t=1510786170.1406045, n=473, xy=0.0, th=0.0, dt=0.020789384841918945)
[DEBUG, 1510786170.1617792]: OdometryMessage(t=1510786170.1617775, n=474, xy=-0.1891398311462993, th=0.0, dt=0.02065873146057129)
[DEBUG, 1510786170.183374]: OdometryMessage(t=1510786170.1833725, n=475, xy=0.0, th=0.0, dt=0.030840396881103516)
[DEBUG, 1510786170.2044718]: OdometryMessage(t=1510786170.2044704, n=476, xy=0.0, th=0.0, dt=0.020794391632080078)
[DEBUG, 1510786170.2250311]: OdometryMessage(t=1510786170.2250295, n=477, xy=0.0, th=0.0, dt=0.030513763427734375)
[DEBUG, 1510786170.2459843]: OdometryMessage(t=1510786170.2459826, n=478, xy=0.0, th=0.0, dt=0.031138181686401367)
[DEBUG, 1510786170.2666113]: OdometryMessage(t=1510786170.2666097, n=479, xy=0.0, th=0.0, dt=0.020671367645263672)
[DEBUG, 1510786170.287829]: OdometryMessage(t=1510786170.2878275, n=480, xy=0.0, th=0.0, dt=0.030929088592529297)
[DEBUG, 1510786170.310056]: OdometryMessage(t=1510786170.3100548, n=481, xy=0.0, th=0.0, dt=0.020931482315063477)
[DEBUG, 1510786170.331109]: OdometryMessage(t=1510786170.3311076, n=482, xy=0.0, th=0.0, dt=0.02135634422302246)
[DEBUG, 1510786170.351836]: OdometryMessage(t=1510786170.3518343, n=483, xy=-0.1891398311462993, th=0.0, dt=0.0310056209564209)
[DEBUG, 1510786170.372699]: OdometryMessage(t=1510786170.3726976, n=484, xy=0.0, th=0.0, dt=0.02069830894470215)
[DEBUG, 1510786170.3937252]: OdometryMessage(t=1510786170.3937237, n=485, xy=0.0, th=0.0, dt=0.020903825759887695)
[DEBUG, 1510786170.414893]: OdometryMessage(t=1510786170.4148915, n=486, xy=-0.1891398311462993, th=0.0, dt=0.03108358383178711)
[DEBUG, 1510786170.435419]: OdometryMessage(t=1510786170.435418, n=487, xy=0.0, th=0.0, dt=0.020769357681274414)
[DEBUG, 1510786170.4564595]: OdometryMessage(t=1510786170.4564579, n=488, xy=0.0, th=0.0, dt=0.03451251983642578)
[DEBUG, 1510786170.4769616]: OdometryMessage(t=1510786170.47696, n=489, xy=-0.1891398311462993, th=0.0, dt=0.0310976505279541)
[DEBUG, 1510786170.4976249]: OdometryMessage(t=1510786170.4976234, n=490, xy=0.0, th=0.0, dt=0.020866870880126953)
[DEBUG, 1510786170.518403]: OdometryMessage(t=1510786170.5184016, n=491, xy=-0.1891398311462993, th=0.0, dt=0.02070140838623047)
[DEBUG, 1510786170.5391188]: OdometryMessage(t=1510786170.5391173, n=492, xy=0.0, th=0.0, dt=0.03105640411376953)
[DEBUG, 1510786170.5598478]: OdometryMessage(t=1510786170.5598464, n=493, xy=-0.1891398311462993, th=0.0, dt=0.020778894424438477)
[DEBUG, 1510786170.5816584]: OdometryMessage(t=1510786170.581657, n=494, xy=0.0, th=0.0, dt=0.021485328674316406)
[DEBUG, 1510786170.6031651]: OdometryMessage(t=1510786170.6031635, n=495, xy=-0.1891398311462993, th=0.0, dt=0.031510114669799805)
[DEBUG, 1510786170.6237047]: OdometryMessage(t=1510786170.623703, n=496, xy=-0.1891398311462993, th=0.0, dt=0.020746946334838867)
[DEBUG, 1510786170.644609]: OdometryMessage(t=1510786170.6446075, n=497, xy=0.0, th=-0.0625, dt=0.030939579010009766)
[DEBUG, 1510786170.6656523]: OdometryMessage(t=1510786170.665651, n=498, xy=-0.18913983114630284, th=0.0, dt=0.020596027374267578)
[DEBUG, 1510786170.6869392]: OdometryMessage(t=1510786170.686938, n=499, xy=-0.1891398311462993, th=0.0, dt=0.02070140838623047)
[DEBUG, 1510786170.707507]: OdometryMessage(t=1510786170.7075052, n=500, xy=0.0, th=0.0, dt=0.030286073684692383)
[DEBUG, 1510786170.7285912]: OdometryMessage(t=1510786170.7285898, n=501, xy=0.0, th=-0.0625, dt=0.03101062774658203)
[DEBUG, 1510786170.7497363]: OdometryMessage(t=1510786170.7497346, n=502, xy=-0.1891398311462993, th=0.0, dt=0.02079010009765625)
[DEBUG, 1510786170.7712445]: OdometryMessage(t=1510786170.771243, n=503, xy=0.0, th=0.0, dt=0.03083658218383789)
[DEBUG, 1510786170.7925925]: OdometryMessage(t=1510786170.7925909, n=504, xy=-0.1891398311462993, th=-0.0625, dt=0.020621776580810547)
[DEBUG, 1510786170.8142111]: OdometryMessage(t=1510786170.8142097, n=505, xy=0.0, th=-0.0625, dt=0.030920743942260742)
[DEBUG, 1510786170.8348906]: OdometryMessage(t=1510786170.8348892, n=506, xy=0.0, th=0.0, dt=0.02062845230102539)
[DEBUG, 1510786170.8551176]: OdometryMessage(t=1510786170.8551161, n=507, xy=0.0, th=-0.125, dt=0.027597904205322266)
[DEBUG, 1510786170.876366]: OdometryMessage(t=1510786170.876364, n=508, xy=0.1891398311462993, th=-0.125, dt=0.030817747116088867)
[DEBUG, 1510786170.8979309]: OdometryMessage(t=1510786170.897929, n=509, xy=0.0, th=-0.1875, dt=0.020595550537109375)
[DEBUG, 1510786170.9186027]: OdometryMessage(t=1510786170.918601, n=510, xy=0.3782796622925986, th=0.0, dt=0.020726919174194336)
[DEBUG, 1510786170.939407]: OdometryMessage(t=1510786170.9394057, n=511, xy=0.3782796622926021, th=-0.125, dt=0.030971050262451172)
[DEBUG, 1510786170.9605885]: OdometryMessage(t=1510786170.960587, n=512, xy=0.3782796622925986, th=-0.25, dt=0.02094864845275879)
[DEBUG, 1510786171.015747]: OdometryMessage(t=1510786171.0157459, n=513, xy=0.5674194934388979, th=-0.37499999999994316, dt=0.02064061164855957)
[DEBUG, 1510786171.0706787]: OdometryMessage(t=1510786171.070677, n=514, xy=0.5674194934388979, th=-0.37500000000005684, dt=0.0309600830078125)
[DEBUG, 1510786171.0720112]: OdometryMessage(t=1510786171.07201, n=515, xy=0.7565593245852007, th=-0.4375, dt=0.020650386810302734)
[DEBUG, 1510786171.0935664]: OdometryMessage(t=1510786171.0935647, n=516, xy=0.5674194934388979, th=-0.4375, dt=0.020560741424560547)
[DEBUG, 1510786171.1147]: OdometryMessage(t=1510786171.1146986, n=517, xy=0.5674194934388979, th=0.0, dt=0.030944347381591797)
[DEBUG, 1510786171.135513]: OdometryMessage(t=1510786171.1355116, n=518, xy=0.7565593245852007, th=-0.3125, dt=0.020740509033203125)
[DEBUG, 1510786171.156708]: OdometryMessage(t=1510786171.1567066, n=519, xy=0.0, th=-0.5, dt=0.03381156921386719)
[DEBUG, 1510786171.1772974]: OdometryMessage(t=1510786171.1772957, n=520, xy=0.3782796622925986, th=0.0, dt=0.03117084503173828)
[DEBUG, 1510786171.1977687]: OdometryMessage(t=1510786171.197767, n=521, xy=0.3782796622925986, th=-0.5, dt=0.020680665969848633)
[DEBUG, 1510786171.219975]: OdometryMessage(t=1510786171.2199736, n=522, xy=0.0, th=-0.5625, dt=0.031058788299560547)
[DEBUG, 1510786171.2629464]: OdometryMessage(t=1510786171.262945, n=523, xy=0.0, th=-0.5625, dt=0.020521879196166992)
[DEBUG, 1510786171.2835953]: OdometryMessage(t=1510786171.2835937, n=524, xy=0.0, th=-0.5625, dt=0.005876302719116211)
[DEBUG, 1510786171.322209]: OdometryMessage(t=1510786171.3222077, n=525, xy=-0.1891398311462993, th=-0.6875, dt=0.020565032958984375)
[DEBUG, 1510786171.3514626]: OdometryMessage(t=1510786171.3514614, n=526, xy=-0.1891398311462993, th=-0.8125, dt=0.030810832977294922)
[DEBUG, 1510786171.3789287]: OdometryMessage(t=1510786171.3789272, n=527, xy=0.0, th=0.0, dt=0.020574569702148438)
[DEBUG, 1510786171.3999417]: OdometryMessage(t=1510786171.3999403, n=528, xy=-0.3782796622926021, th=-0.8125, dt=0.031000375747680664)
[DEBUG, 1510786171.4213793]: OdometryMessage(t=1510786171.4213781, n=529, xy=0.0, th=-0.875, dt=0.020726680755615234)
[log buffer end]
[Odometry @ node.py:81][DEBUG] 2017-11-15 17:49:31,421: logging message buffer (len=16435)
[Odometry @ node.py:79][DEBUG] 2017-11-15 17:49:34,851: [log buffer start]
[DEBUG, 1510786171.4493628]: OdometryMessage(t=1510786171.449361, n=530, xy=0.0, th=-1.0, dt=0.030844688415527344)
[DEBUG, 1510786171.4867783]: OdometryMessage(t=1510786171.486777, n=531, xy=-0.1891398311462993, th=-1.0625, dt=0.020524978637695312)
[DEBUG, 1510786171.507698]: OdometryMessage(t=1510786171.5076962, n=532, xy=0.0, th=-1.1875, dt=0.010370492935180664)
[DEBUG, 1510786171.5328584]: OdometryMessage(t=1510786171.532857, n=533, xy=-0.3782796622925986, th=-0.8125, dt=0.030889034271240234)
[DEBUG, 1510786171.5576038]: OdometryMessage(t=1510786171.5576022, n=534, xy=-0.3782796622925986, th=0.0, dt=0.02057957649230957)
[DEBUG, 1510786171.5584753]: OdometryMessage(t=1510786171.558474, n=535, xy=0.0, th=-1.3749999999999432, dt=0.026179790496826172)
[DEBUG, 1510786171.5971365]: OdometryMessage(t=1510786171.597135, n=536, xy=-0.7565593245852007, th=-1.4375000000000568, dt=0.020662546157836914)
[DEBUG, 1510786171.6332326]: OdometryMessage(t=1510786171.6332312, n=537, xy=-1.1348389868777957, th=-1.5, dt=0.030660390853881836)
[DEBUG, 1510786171.6691966]: OdometryMessage(t=1510786171.6691954, n=538, xy=-0.5674194934389014, th=-1.625, dt=0.020610570907592773)
[DEBUG, 1510786171.690551]: OdometryMessage(t=1510786171.6905496, n=539, xy=0.0, th=-1.625, dt=0.030797719955444336)
[DEBUG, 1510786171.7206209]: OdometryMessage(t=1510786171.7206197, n=540, xy=-0.9456991557314964, th=-1.7499999999999432, dt=0.0205841064453125)
[DEBUG, 1510786171.7422335]: OdometryMessage(t=1510786171.7422323, n=541, xy=0.0, th=-1.8125000000000568, dt=0.021951913833618164)
[DEBUG, 1510786171.7429006]: OdometryMessage(t=1510786171.7428994, n=542, xy=-0.5674194934389014, th=0.0, dt=0.030888795852661133)
[DEBUG, 1510786171.7789967]: OdometryMessage(t=1510786171.7789955, n=543, xy=-0.5674194934388979, th=-1.875, dt=0.020578861236572266)
[DEBUG, 1510786171.8132925]: OdometryMessage(t=1510786171.8132913, n=544, xy=-0.1891398311462993, th=-1.875, dt=0.03082132339477539)
[DEBUG, 1510786171.8415887]: OdometryMessage(t=1510786171.8415873, n=545, xy=-0.3782796622925986, th=-1.3125, dt=0.020656347274780273)
[DEBUG, 1510786171.8627307]: OdometryMessage(t=1510786171.8627293, n=546, xy=-0.3782796622925986, th=-2.5625, dt=0.03090691566467285)
[DEBUG, 1510786171.8935506]: OdometryMessage(t=1510786171.8935494, n=547, xy=-0.1891398311462993, th=-1.3125, dt=0.020760536193847656)
[DEBUG, 1510786171.9293306]: OdometryMessage(t=1510786171.9293292, n=548, xy=0.0, th=-2.0625, dt=0.03086543083190918)
[DEBUG, 1510786171.9674013]: OdometryMessage(t=1510786171.9673998, n=549, xy=0.1891398311462993, th=-2.0625, dt=0.020731449127197266)
[DEBUG, 1510786172.003037]: OdometryMessage(t=1510786172.0030355, n=550, xy=0.3782796622925986, th=-2.0, dt=0.020596981048583984)
[DEBUG, 1510786172.0268555]: OdometryMessage(t=1510786172.026854, n=551, xy=0.1891398311462993, th=-2.0625, dt=0.03086686134338379)
[DEBUG, 1510786172.0598638]: OdometryMessage(t=1510786172.0598626, n=552, xy=0.3782796622925986, th=-2.0, dt=0.02069401741027832)
[DEBUG, 1510786172.0938923]: OdometryMessage(t=1510786172.093891, n=553, xy=0.3782796622926021, th=-1.3125, dt=0.02070307731628418)
[DEBUG, 1510786172.1164453]: OdometryMessage(t=1510786172.116444, n=554, xy=0.0, th=-1.9375, dt=0.020632266998291016)
[DEBUG, 1510786172.140482]: OdometryMessage(t=1510786172.1404805, n=555, xy=0.0, th=-1.875, dt=0.024289846420288086)
[DEBUG, 1510786172.1739867]: OdometryMessage(t=1510786172.1739855, n=556, xy=0.1891398311462993, th=-1.875, dt=0.02071404457092285)
[DEBUG, 1510786172.2083855]: OdometryMessage(t=1510786172.208384, n=557, xy=0.0, th=-1.75, dt=0.030757427215576172)
[DEBUG, 1510786172.2376003]: OdometryMessage(t=1510786172.2375991, n=558, xy=0.0, th=-1.6875, dt=0.02070307731628418)
[DEBUG, 1510786172.2620792]: OdometryMessage(t=1510786172.262078, n=559, xy=-0.3782796622925986, th=-1.5625, dt=0.030743837356567383)
[DEBUG, 1510786172.2951334]: OdometryMessage(t=1510786172.295132, n=560, xy=-1.1348389868777957, th=-1.5625, dt=0.020766258239746094)
[DEBUG, 1510786172.327626]: OdometryMessage(t=1510786172.3276243, n=561, xy=-1.7022584803166936, th=-1.375, dt=0.031065702438354492)
[DEBUG, 1510786172.370055]: OdometryMessage(t=1510786172.3700538, n=562, xy=-2.0805381426092993, th=-1.25, dt=0.020667552947998047)
[DEBUG, 1510786172.3922925]: OdometryMessage(t=1510786172.3922908, n=563, xy=-2.64795763604819, th=-0.8125, dt=0.030760765075683594)
[DEBUG, 1510786172.393139]: OdometryMessage(t=1510786172.3931377, n=564, xy=-3.215377129487095, th=0.0, dt=0.020666122436523438)
[DEBUG, 1510786172.4180667]: OdometryMessage(t=1510786172.4180653, n=565, xy=0.0, th=-1.125, dt=0.020598888397216797)
[DEBUG, 1510786172.453048]: OdometryMessage(t=1510786172.4530468, n=566, xy=-4.161076285218591, th=-1.0, dt=0.02057623863220215)
[DEBUG, 1510786172.48265]: OdometryMessage(t=1510786172.4826488, n=567, xy=-4.539355947511183, th=-0.875, dt=0.030742406845092773)
[DEBUG, 1510786172.521165]: OdometryMessage(t=1510786172.5211637, n=568, xy=-5.106775440950088, th=-0.625, dt=0.02068924903869629)
[DEBUG, 1510786172.5582957]: OdometryMessage(t=1510786172.5582943, n=569, xy=-5.485055103242686, th=-0.5, dt=0.030823230743408203)
[DEBUG, 1510786172.5822659]: OdometryMessage(t=1510786172.5822644, n=570, xy=-6.43075425897419, th=-0.4375, dt=0.020709514617919922)
[DEBUG, 1510786172.6244082]: OdometryMessage(t=1510786172.624407, n=571, xy=-7.187313583559373, th=-0.375, dt=0.020544767379760742)
[DEBUG, 1510786172.6572325]: OdometryMessage(t=1510786172.6572313, n=572, xy=-7.3764534147056935, th=-0.375, dt=0.03085184097290039)
[DEBUG, 1510786172.67913]: OdometryMessage(t=1510786172.6791286, n=573, xy=-7.943872908144584, th=0.0, dt=0.02056121826171875)
[DEBUG, 1510786172.7009954]: OdometryMessage(t=1510786172.7009938, n=574, xy=0.0, th=-0.3125, dt=0.02969503402709961)
[DEBUG, 1510786172.7396355]: OdometryMessage(t=1510786172.7396338, n=575, xy=-7.754733076998278, th=-0.375, dt=0.020624160766601562)
[DEBUG, 1510786172.7692428]: OdometryMessage(t=1510786172.769241, n=576, xy=-8.13301273929089, th=-0.375, dt=0.020619630813598633)
[DEBUG, 1510786172.8028877]: OdometryMessage(t=1510786172.8028865, n=577, xy=-8.700432232729781, th=-0.3125, dt=0.020588159561157227)
[DEBUG, 1510786172.845352]: OdometryMessage(t=1510786172.8453503, n=578, xy=-8.51129240158349, th=-0.375, dt=0.03086376190185547)
[DEBUG, 1510786172.8460348]: OdometryMessage(t=1510786172.8460336, n=579, xy=-8.51129240158346, th=0.0, dt=0.02064204216003418)
